763052; Hrádek u Rokycan
736454; Hrádek u Sušice
331140; Hrádek (Gródek)
746925; Hradištì u Blatné
551697; Hradištì v Èechách
337220; Hranice na Moravì
337329; Hranice na Moravì mìsto
730655; Hranice v Èechách
734624; Hrdìjovice
736629; Hrdloøezy
559195; Hrdly
558700; Hrdoòovice
541896; Hrob
559492; Hrobce
556134; Hrochùv Tınec
538207; Hronov
538306; Hronov zastávka
734855; Hroznìtín
734954; Hroznìtín zastávka
553404; Hrubá Skála
337527; Hrubá Voda
337626; Hrubá Voda zastávka
334326; Hrubá Voda-Smilov
339051; Hrušky
339150; Hrušky zastávka
552737; Hrušová
339259; Hrušovany nad Jevišovkou
339556; Hrušovany u Brna
764951; Høebeny
742023; Høíbìcí
549691; Høivice
731414; Hudèice
339853; Hulín
558130; Humpolec
744425; Hùrky
738229; Husinec
335026; Huslenky
335125; Huslenky zastávka
338129; Hustopeèe nad Beèvou
340158; Hustopeèe u Brna
340257; Huštìnovice
559260; Hvìzdonice
354555; Hvìzdoòovice
537308; Hynèice
760744; Hıskov
532697; Chabaøovice
561266; Chabeøice
541672; Charvatce
356956; Charvátská Nová Ves
750356; Cheb
700351; Cheb státní hranice
750364; Cheb-Skalka
759647; Chlum u Rakovníka
753350; Chlumèany u Dobøan
536771; Chlumèany u Loun
530501; Chlumec nad Cidlinou
543991; Chlumec u Chabaøovic
753228; Chlumec u Èeskıch Budìjovic
545962; Chlumín
564369; Chmelištì
538132; Choceò
559369; Chocerady
740555; Chodov
749556; Chodová Planá
738252; Chodská Lhota
341024; Cholina
557439; Choltice
534891; Chomutov
535096; Chomutov mìsto
557496; Choratice
340372; Chornice
549238; Chotìboø
536094; Chotìbudice
332445; Chotìbuz
533596; Chotìjovice
554691; Chotìšov pod Hazmburkem
747055; Chotìšov u Stoda
544817; Chotìtov
569905; Chotìvice
552190; Chotimìø
564963; Chotouchov
530402; Choovice
552760; Chotoviny
531467; Chotutice
734921; Chotıèany
575423; Chotynì
557967; Chrást nad Sázavou
546937; Chrast u Chrudimi
732453; Chrást u Plznì
732552; Chrást u Plznì obec
741058; Chrást u Plznì zastávka
575522; Chrastava
575720; Chrastava-Andìlská Hora
335521; Chrastice
550681; Chrášany
534263; Chrášany zastávka
340752; Chrlice
738625; Chroboly
341057; Chropynì
566265; Chroustov
546531; Chrudim
555532; Chrudim mìsto
546739; Chrudim zastávka
562058; Chøenovice
562157; Chøenovice-Podhradí
567495; Chøibská
335943; Chuchelná
341123; Chudobín
573303; Chvaleè
740126; Chvalešovice
535039; Chvaletice
745828; Chválkov
352955; Chvalkovice na Hané
544064; Chvatìruby
743229; Chınov
733352; Chyše
341255; Ivanèice
349951; Ivanèice letovisko
341354; Ivanèice mìsto
341453; Ivanovice na Hané
571208; Jablonec nad Jizerou
571307; Jablonec nad Jizerou-Hradsko
550921; Jablonec nad Nisou
551127; Jablonec nad Nisou dolní nádraí
551028; Jablonec nad Nisou zastávka
550822; Jablonecké Paseky
534008; Jablonné nad Orlicí
572099; Jablonné v Podještìdí
338426; Jablùnka
336248; Návsí (Nawsie)
350553; Jackov
335547; Jakartovice
341842; Jakubèovice nad Odrou
348425; Jamartice
534107; Jamné nad Orlicí
334656; Jankovice
550780; Janov u Rakovníka
354621; Janová
737650; Janovice nad Úhlavou
573402; Janovice u Trutnova
344952; Jarohnìvice
567701; Jaromìø
567800; Jaromìø zastávka
341651; Jaromìøice nad Rokytnou
757229; Jarošov nad Neárkou
555565; Jarov
371757; Javorník nad Velièkou zastávka
338624; Javorník ve Slezsku
567594; Jedlová
567693; Jedlová zastávka
341859; Jemnice
536367; Jeneè
540666; Jeneè zastávka
557033; Jeníkovice
747329; Jenín
556100; Jeøice
542522; Jeømanice
337253; Jesenec
761643; Jesenice
338921; Jeseník
348243; Jeseník nad Odrou
552802; Jesennı
352559; Jestøabice
568394; Jestøebí
552364; Ješetice
738856; Jetenovice
755926; Jetìtice
341974; Jevíèko
354258; Jevišovka
749903; Jezdovice
554204; Jièín
554303; Jièín zastávka
563304; Jièínìves
342154; Jihlava
342253; Jihlava mìsto
341958; Jihlava-Bosch Diesel
342055; Jihlava-Staré Hory
757807; Jihlávka
562918; Jíkev
571604; Jilemnice
334342; Jilešovice
543090; Jílové u Dìèína
557363; Jílové u Prahy
741421; Jílovice
549790; Jimlín
768846; Jince
339028; Jindøichov na Moravì
336446; Jindøichov ve Slezsku
301549; Jindøichov ve Slezsku státní hranice
545723; Jindøichovice pod Smrkem
743625; Jindøichùv Hradec
743724; Jindøiš
554006; Jinolice
540096; Jirkov
540195; Jirkov zastávka
550525; Jiøetín pod Bukovou
567396; Jiøetín pod Jedlovou
546267; Jiøice
564393; Jiøíkov
564492; Jiøíkov-Filipov
336545; Jistebník
553800; Jivany
334425; Jívová
550327; Josefùv Dùl
560664; Kácov
560961; Kácov zastávka
535369; Kaèice
537993; Kadaò
535492; Kadaò-Prunéøov
535690; Kadaò pøedmìstí
536797; Kadaòskı Rohozec
759928; Kájov
572404; Kalná Voda
543595; Kamenec
745521; Kamenice nad Lipou
558338; Kamenice u Humpolce
336859; Kamenná
532242; Kamenné Zboí
535260; Kamenné ehrovice
538561; Kamennı Most u Kralup nad Vltavou
557561; Kamennı Pøívoz
753327; Kamennı Újezd u Èeskıch Budìjovic
753426; Kamennı Újezd u Èeskıch Budìjovic zastávka
746057; Kamennı Újezd u Nıøan
762856; Kamennı Újezd u Rokycan
561118; Kanina
333021; Kaple
752725; Kaplice
744227; Kaproun
530709; Káranice
756825; Kardašova Øeèice
551721; Karlov pod Ještìdem
353722; Karlovice
354225; Karlovice zastávka
553305; Karlovice-Sedmihorky
758755; Karlovy Vary
745851; Karlovy Vary dolní nádraí
745653; Karlovy Vary-Bøezová
758854; Karlovy Vary-Dvory
531863; Karlštejn
353227; Karolinka
352724; Karolinka zastávka
336743; Karviná hlavní nádraí
336842; Karviná-Darkov
731653; Kaøízek
746834; Kasejovice
746339; Kasejovice zastávka
752469; Kaštice
761320; Katovice
560516; Katusice
751057; Kaznìjov
738351; Kdynì
745455; Kfely
732156; Klabava
535161; Kladno
535567; Kladno mìsto
535666; Kladno-Dubí
536169; Kladno-Ostrovec
535468; Kladno-Rozdìlov
536060; Kladno-Švermov
535765; Kladno-Vrapice
535195; Klášterec nad Ohøí
569608; Klášterská Lhota
737452; Klatovy
737353; Klatovy mìsto
735654; Klenèí pod Èerchovem
541474; Kleneè
557637; Klešice
555862; Klínec
342352; Klobouky u Brna
537266; Klobuky v Èechách
350249; Klokoèov
531061; Kluèov
537860; Kmetinìves
534164; Knìeves
752568; Knìice
544213; Knìmost
558502; Knìnice
363051; Knínice u Boskovic
343343; Koberno
337824; Kobylá nad Vidnavkou
342758; Kobylí na Moravì
363358; Kojatín
342956; Kojetice na Moravì
547166; Kojetice u Prahy
343061; Kojetín
534933; Kojice
545111; Kojovice
754952; Kokašice
539767; Koleè
533968; Kolešovice
534149; Kolín
534842; Kolín dílny
534446; Kolín místní nádraí
534248; Kolín zastávka
736652; Kolinec
534347; Kolín-Zálabí
559716; Kolomuty
330829; Komòátka
343558; Komoøany u Vyškova
550095; Konìtopy
337352; Konice
755058; Konstantinovy Láznì
563007; Kopidlno
337048; Kopøivnice
337147; Kopøivnice zastávka
763755; Kornatice
763854; Kornatice rybník
343657; Koryèany
565069; Koøenice
549121; Koøenov
549428; Koøenov zastávka
761544; Kosobody
551960; Kosova Hora
361550; Kostelany nad Moravou
343855; Kostelec na Hané
546366; Kostelec nad Labem
532408; Kostelec nad Orlicí
532507; Kostelec nad Orlicí mìsto
557835; Kostelec u Heømanova Mìstce
557934; Kostelec u Heømanova Mìstce-Písník
758409; Kostelec u Jihlavy
536532; Kostìnice
531343; Kostomlaty nad Labem
542472; Kostomlaty pod Øípem
545418; Košátky
566109; Košálov
554790; Koštice nad Ohøí
532499; Koštov
345058; Kotojedy
746636; Kotouò
758060; Kotvina
550384; Kounov
565366; Kouøim
738450; Kout na Šumavì
339523; Kouty nad Desnou
555300; Kovaè
540161; Kováry
538991; Kováøská
539197; Kováøská mìstys
738963; Kovèín
333146; Kozmice
748350; Kozolupy
762450; Kolany
331827; Koušany
344556; Krahulov
344655; Kralice nad Oslavou
353524; Kralièky
535005; Králíky
534909; Králíky zastávka
572800; Královec
502906; Královec státní hranice
762559; Kralovice u Rakovníka
538165; Královice u Zlonic
758953; Královské Poøíèí
543967; Kralupy nad Vltavou
539460; Kralupy nad Vltavou pøedmìstí
545269; Kralupy nad Vltavou-Minice
539635; Krasíkov
765354; Kraslice
765255; Kraslice pøedmìstí
705350; Kraslice státní hranice
765347; Kraslice-Pod vlekem
566596; Krásná Lípa
566695; Krásná Lípa mìsto
548826; Krásná Studánka
340448; Krásné Louèky
536193; Krásnı Dvùr
743153; Krásnı Jez
546325; Krásnı Les
546424; Krásnı Les baantnice
562561; Krasoòovice
530907; Kratonohy
570994; Kravaøe v Èechách
337543; Kravaøe ve Slezsku
337642; Kravaøe-Kouty
557660; Krhanice
351924; Krhová
339044; Krnov
339143; Krnov-Cvilín
544718; Krnsko
344754; Kromìøí
545319; Kropáèova Vrutice
550434; Krouna
551739; Krouna zastávka
761742; Krty
533760; Krupá
544197; Krupka
544395; Krupka mìsto
752162; Kryry
552026; Kryštofovo Údolí
746123; Køeè
357657; Køemenec
760629; Køeme
573105; Køenov
331355; Køenovice dolní nádraí
345454; Køenovice horní nádraí
765958; Køenovy
554899; Køesín
560391; Køešice u Dìèína
531095; Køešice u Litomìøic
538199; Køimov
538595; Køimov zastávka
538496; Køimov-Suchdol
562611; Køinec
760041; Køivoklát
345751; Køianov
361154; Køianovice
551820; Køiany
553602; Ktová
751628; Kubova Hu
567602; Kuks
569400; Kunèice nad Labem
339341; Kunèice pod Ondøejníkem
349274; Kunèina
342626; Kunov
345959; Kunovice
346056; Kunovice zastávka
346361; Kunovice-Louèka
744128; Kunak-Lomy
346551; Kuøim
540146; Kutná Hora hlavní nádraí
563460; Kutná Hora mìsto
563668; Kutná Hora pøedmìstí
563767; Kutná Hora-Sedlec
551234; Kvìtná
551630; Kvìtná zastávka
558304; Kyje u Jièína
534594; Kyjice
346759; Kyjov
346858; Kyjov zastávka
342147; Kylešovice
759357; Kynšperk nad Ohøí
564294; Kytlice
356154; Ladná
572701; Lampertice
553537; Lanškroun
533802; Lanšperk
346957; Lanhot
301457; Lanhot státní hranice
759746; Lašovice
360651; Laštovièky
561662; Lazištì
564807; Láznì Bìlohrad
749754; Láznì Kynvart
547869; Láznì Toušeò
551499; Lbín
750828; Lèovice
561951; Ledeè nad Sázavou
560060; Ledeèko
562819; Ledeèky
557009; Ledkov
347054; Lednice
347153; Lednice rybníky
545798; Lenešice
752022; Lenora
751529; Lenora zastávka
354720; Leskovec
742825; Leskovice
541136; Leština u Svìtlé
533307; Letohrad
347252; Letovice
347351; Letovice zastávka
566505; Levínská Olešnice
732966; Leky
743252; Lenice
740225; Lhota pod Horami
531004; Lhota pod Libèany
535237; Lhota pod Pøelouèí
334441; Lhota u Opavy
570606; Lhota u Trutnova
553362; Lhota Veselka
350652; Lhotice u Jemnice
352021; Lhotka nad Beèvou
561415; Lhotka u Mìlníka
561514; Lhotka u Mìlníka zastávka
556902; Libáò
553099; Libèeves
544361; Libèice nad Vltavou
544569; Libèice nad Vltavou-Letky
530584; Libìchov
570903; Libeè
753921; Libìjice
740720; Libìjovice
542126; Liberec
551523; Liberec-Horní Rùodol
542225; Liberec-Rochlice
570390; Libìšice
532549; Libice nad Cidlinou
339820; Libina
733261; Libkovice
531392; Libochovany
554493; Libochovice
554998; Libochovice mìsto
537290; Liboèany
768648; Libomyšl
559005; Libošovice
543496; Libouchec
566208; Libštát
553909; Libuò
553917; Libuò zastávka
534305; Lichkov
504407; Lichkov státní hranice
336727; Lideèko
336826; Lideèko ves
349779; Linhartice
340547; Linhartovy
560417; Líny
542332; Lípa
370551; Lípa nad Døevnicí
530204; Lípa nad Orlicí
751420; Lipka
763656; Lipnice
340422; Lipník nad Beèvou
748129; Lipno nad Vltavou
371351; Lipov
340521; Lipová Láznì
340620; Lipová Láznì jeskynì
340729; Lipová Láznì zastávka
