545392; Skršín
345256; Skržice
353458; Tištín
762658; Trojany
353557; Uhøice u Kromìøíže
343467; Uhøièice obec
554261; Benešov-Èerný les
540641; Bratèice
333559; Brno-Malomìøice
545194; Chomutov-Píseèná
